Reward from homework,Course relevance,Interdisciplinary learning,Cooperation and Discussion,Homework numbers,Scale,Average time spent,Homework deadlines,Step by step,Feeling,Difficulty of implementation,Difficulty in understanding,Student qualifications,Student concentration,Student responsibility,Research relevance,answer,reward,time_cost,feel,ability
10,no correlation,often,often,5-6,small,3-5 hr,a month,uncertain,inspired,difficult,simple,low,high,middle,middle,0,3,1,2,0
5,highly correlated,uncertain,often,>=7,medium to large,<1 hr,three week,no,worried,difficult,moderate,between middle/high,high,high,between low/middle,0,2,2,-1,4
3,no correlation,fifty-fifty,always,3-4,small,5-10 hr,two weeks,roughly,confused,super hard,simple,between low/middle,low,between middle/high,high,0,0,-2,-2,0
2,moderately correlated,no,without cooperation,3-4,large,5-10 hr,two weeks,fifty-fifty,impatient,difficult,simple,middle,middle,low,high,0,-5,2,0,0
8,highly correlated,a little,often,>=7,small to medium,5-10 hr,one weeks,no,inspired,super hard,simple,between low/middle,high,between middle/high,high,0,4,1,-2,4
4,no correlation,no,common,>=7,medium,5-10 hr,one weeks,roughly,confused,difficult,moderate,high,between middle/high,between low/middle,between middle/high,0,-5,2,3,3
4,modestly correlated,no,often,3-4,small to medium,3-5 hr,a month,no,inspired,difficult,very easy,between low/middle,between middle/high,between low/middle,low,0,-3,0,0,-3
5,no correlation,uncertain,often,5-6,small to medium,>10 hr,one weeks,fully qualified,confused,super hard,super hard,between low/middle,between middle/high,middle,between low/middle,0,-2,1,-3,-1
3,moderately correlated,no,without cooperation,>=7,small,3-5 hr,two weeks,fully qualified,impatient,very easy,moderate,low,between low/middle,low,high,0,-4,0,2,-3
3,highly correlated,no,without cooperation,1-2,small to medium,<1 hr,one weeks,fully qualified,inspired,super hard,super hard,between middle/high,high,low,low,0,-3,-6,0,-1
6,no correlation,often,often,>=7,medium to large,<1 hr,three week,fully qualified,impatient,simple,super hard,high,low,between middle/high,between middle/high,0,1,2,-1,2
2,no correlation,a little,common,5-6,medium,1-3 hr,three week,roughly,worried,very easy,super hard,middle,between low/middle,between low/middle,middle,0,-4,1,-4,-2
3,highly correlated,a little,always,1-2,medium to large,5-10 hr,three week,roughly,interested,simple,very easy,low,high,middle,low,0,3,1,1,-2
9,no correlation,uncertain,common,>=7,large,1-3 hr,three days,uncertain,impatient,simple,super hard,middle,between low/middle,between low/middle,middle,0,-1,1,-4,-2
8,highly correlated,no,always,5-6,medium to large,>10 hr,three days,uncertain,worried,simple,simple,high,middle,low,middle,0,3,2,-3,0
10,moderately correlated,uncertain,always,1-2,medium to large,1-3 hr,three days,fully qualified,motivated,very easy,very easy,between low/middle,middle,middle,between low/middle,0,4,-4,1,-2
4,highly correlated,uncertain,often,1-2,large,<1 hr,one weeks,no,bored,moderate,simple,middle,low,high,between middle/high,0,1,-3,-2,1
9,moderately correlated,a little,always,>=7,medium to large,1-3 hr,two weeks,roughly,motivated,difficult,very easy,high,between low/middle,between low/middle,high,0,5,2,2,2
2,no correlation,often,seldom,5-6,medium to large,>10 hr,two weeks,fifty-fifty,inspired,super hard,simple,low,high,between middle/high,middle,0,-3,4,0,1
7,highly correlated,uncertain,common,5-6,medium to large,>10 hr,three days,uncertain,inspired,difficult,simple,low,between low/middle,high,middle,0,2,2,2,-1
10,modestly correlated,uncertain,seldom,>=7,large,>10 hr,a month,fifty-fifty,inspired,super hard,simple,between low/middle,between low/middle,between middle/high,between low/middle,0,-1,8,0,-2
8,highly correlated,a little,often,1-2,small to medium,5-10 hr,three week,no,rewarding,simple,very easy,middle,between low/middle,between middle/high,low,0,4,-1,-1,-2
2,moderately correlated,a little,always,5-6,small,3-5 hr,three days,no,inspired,super hard,very easy,high,between middle/high,high,middle,0,1,-3,-3,5
2,moderately correlated,a little,often,3-4,medium,5-10 hr,three week,uncertain,worried,difficult,moderate,middle,between middle/high,middle,low,0,0,1,0,-1
7,modestly correlated,fifty-fifty,always,3-4,small to medium,3-5 hr,one weeks,fifty-fifty,rewarding,difficult,super hard,between low/middle,between middle/high,between low/middle,high,0,3,-3,1,1
9,no correlation,no,always,5-6,medium to large,5-10 hr,one weeks,roughly,inspired,very easy,super hard,between middle/high,between low/middle,between middle/high,between middle/high,0,0,2,0,2
7,modestly correlated,fifty-fifty,without cooperation,3-4,large,1-3 hr,one weeks,uncertain,worried,moderate,moderate,between middle/high,high,between low/middle,middle,0,-1,-1,1,2
9,highly correlated,a little,often,5-6,small to medium,<1 hr,three week,fully qualified,impatient,moderate,difficult,between middle/high,high,between low/middle,between middle/high,0,5,-1,4,3
8,highly correlated,often,always,1-2,large,5-10 hr,a month,fully qualified,confused,simple,difficult,low,between middle/high,between middle/high,high,0,7,3,2,2
2,no correlation,fifty-fifty,seldom,3-4,medium,5-10 hr,three days,uncertain,bored,very easy,difficult,middle,high,high,between low/middle,0,-4,-2,-3,3
4,modestly correlated,uncertain,seldom,>=7,small to medium,5-10 hr,three week,fully qualified,impatient,moderate,super hard,high,low,low,high,0,-4,3,1,0
1,no correlation,uncertain,common,1-2,medium,1-3 hr,two weeks,uncertain,confused,simple,simple,low,between middle/high,between middle/high,between middle/high,0,-5,-3,-2,1
3,no correlation,uncertain,always,3-4,small to medium,>10 hr,three days,roughly,impatient,very easy,difficult,between middle/high,between low/middle,between middle/high,low,0,-2,-2,0,-1
10,moderately correlated,no,often,>=7,medium to large,3-5 hr,three week,fifty-fifty,confused,moderate,simple,middle,middle,between low/middle,between middle/high,0,2,4,1,0
5,highly correlated,uncertain,always,1-2,medium to large,3-5 hr,a month,fifty-fifty,interested,moderate,super hard,low,between middle/high,between low/middle,between low/middle,0,3,1,1,-3
10,modestly correlated,fifty-fifty,seldom,3-4,medium,1-3 hr,two weeks,uncertain,impatient,moderate,very easy,between low/middle,between low/middle,between low/middle,high,0,1,-2,-1,-1
9,highly correlated,often,seldom,5-6,small,>10 hr,one weeks,no,inspired,very easy,moderate,high,between middle/high,low,low,0,5,0,1,-1
10,modestly correlated,often,always,>=7,small to medium,>10 hr,three days,no,worried,moderate,difficult,between low/middle,low,between middle/high,high,0,5,1,-1,0
2,modestly correlated,no,seldom,5-6,small,1-3 hr,three week,fifty-fifty,worried,difficult,moderate,middle,between middle/high,between middle/high,middle,0,-6,-1,1,2
9,modestly correlated,uncertain,without cooperation,3-4,small to medium,1-3 hr,one weeks,no,motivated,very easy,moderate,between middle/high,middle,middle,between low/middle,0,-2,-4,0,0
2,moderately correlated,fifty-fifty,seldom,1-2,medium,>10 hr,one weeks,uncertain,rewarding,difficult,simple,between low/middle,low,between low/middle,between low/middle,0,-1,-1,2,-5
8,highly correlated,a little,without cooperation,3-4,small,3-5 hr,two weeks,uncertain,inspired,super hard,moderate,between middle/high,between middle/high,between low/middle,high,0,1,-3,1,3
10,no correlation,no,without cooperation,>=7,medium,>10 hr,three week,fully qualified,bored,difficult,moderate,between middle/high,between middle/high,middle,between low/middle,0,-4,5,3,1
4,highly correlated,no,common,3-4,medium,5-10 hr,two weeks,fifty-fifty,inspired,difficult,super hard,low,high,middle,between low/middle,0,-1,0,1,-1
6,modestly correlated,fifty-fifty,often,>=7,small to medium,5-10 hr,a month,no,rewarding,moderate,moderate,between middle/high,low,between low/middle,between middle/high,0,1,4,4,-1
1,modestly correlated,no,seldom,1-2,small to medium,3-5 hr,one weeks,no,worried,simple,super hard,high,high,between middle/high,high,0,-6,-4,-6,7
5,highly correlated,uncertain,without cooperation,3-4,medium to large,>10 hr,a month,fifty-fifty,rewarding,moderate,very easy,low,low,low,low,0,-1,4,3,-8
8,highly correlated,uncertain,without cooperation,5-6,large,<1 hr,two weeks,roughly,confused,simple,very easy,between middle/high,high,middle,high,0,0,1,-1,5
10,no correlation,a little,without cooperation,3-4,small to medium,5-10 hr,one weeks,fully qualified,confused,difficult,moderate,high,high,between low/middle,middle,0,-2,-2,4,3
7,highly correlated,uncertain,seldom,1-2,small to medium,>10 hr,two weeks,no,confused,simple,difficult,middle,middle,between middle/high,middle,0,1,-1,-2,1
2,highly correlated,uncertain,often,>=7,small to medium,3-5 hr,a month,uncertain,impatient,simple,simple,high,high,middle,between middle/high,0,0,3,-2,5
6,no correlation,a little,always,>=7,medium to large,>10 hr,a month,no,motivated,very easy,simple,between middle/high,between middle/high,low,low,0,0,7,-2,-2
7,no correlation,no,often,1-2,medium,3-5 hr,three week,no,interested,very easy,difficult,between low/middle,high,middle,between middle/high,0,-2,-1,-1,2
7,moderately correlated,no,often,1-2,small to medium,>10 hr,three week,fully qualified,worried,simple,super hard,low,middle,high,high,0,1,0,-2,2
9,modestly correlated,no,without cooperation,>=7,medium to large,<1 hr,three days,no,motivated,moderate,super hard,low,middle,middle,low,0,-3,-1,-1,-4
2,highly correlated,a little,without cooperation,3-4,medium,5-10 hr,a month,fully qualified,bored,very easy,simple,between low/middle,low,low,high,0,-2,2,-1,-3
3,modestly correlated,fifty-fifty,often,3-4,large,1-3 hr,three week,no,inspired,very easy,simple,between low/middle,between middle/high,between middle/high,middle,0,0,1,-1,1
10,no correlation,a little,without cooperation,3-4,small to medium,>10 hr,one weeks,roughly,rewarding,difficult,super hard,high,middle,middle,high,0,-2,-1,2,4
9,no correlation,uncertain,without cooperation,3-4,medium,3-5 hr,a month,fully qualified,inspired,very easy,difficult,high,between middle/high,middle,between low/middle,0,-3,1,4,2
6,moderately correlated,often,without cooperation,>=7,small,<1 hr,one weeks,fully qualified,bored,super hard,difficult,middle,between middle/high,low,high,0,1,-3,-1,1
2,moderately correlated,fifty-fifty,seldom,3-4,small,>10 hr,one weeks,fully qualified,motivated,difficult,super hard,high,high,between low/middle,low,0,-1,-2,2,1
5,modestly correlated,uncertain,common,3-4,medium,<1 hr,three days,fifty-fifty,rewarding,moderate,moderate,between middle/high,high,between low/middle,middle,0,-2,-5,6,2
2,highly correlated,often,without cooperation,5-6,small,3-5 hr,three days,no,interested,difficult,simple,middle,between low/middle,low,between low/middle,0,0,-3,0,-4
2,modestly correlated,a little,without cooperation,>=7,small to medium,1-3 hr,one weeks,uncertain,bored,simple,super hard,between middle/high,between middle/high,between middle/high,middle,0,-5,-1,-5,3
4,moderately correlated,often,always,3-4,small,3-5 hr,two weeks,no,confused,difficult,super hard,low,between middle/high,low,middle,0,4,-3,-4,-3
5,highly correlated,uncertain,without cooperation,>=7,small to medium,1-3 hr,a month,roughly,impatient,very easy,moderate,middle,between middle/high,middle,low,0,-1,2,1,-1
1,moderately correlated,uncertain,often,5-6,small to medium,>10 hr,three days,fully qualified,inspired,super hard,simple,between middle/high,low,low,between low/middle,0,-1,0,2,-4
4,moderately correlated,a little,without cooperation,1-2,medium,1-3 hr,three days,fifty-fifty,rewarding,very easy,moderate,high,low,high,middle,0,-2,-5,3,2
7,modestly correlated,a little,without cooperation,1-2,small,1-3 hr,two weeks,fully qualified,rewarding,very easy,very easy,low,between low/middle,between low/middle,high,0,-2,-5,2,-2
4,no correlation,no,often,1-2,large,3-5 hr,three days,fifty-fifty,confused,simple,super hard,between middle/high,low,between low/middle,between low/middle,0,-4,-2,-3,-3
8,no correlation,often,often,>=7,medium to large,<1 hr,two weeks,uncertain,rewarding,difficult,moderate,between middle/high,low,between middle/high,middle,0,2,1,4,0
6,highly correlated,no,always,5-6,small to medium,1-3 hr,two weeks,fully qualified,worried,difficult,very easy,high,between middle/high,middle,between middle/high,0,2,-1,0,4
1,no correlation,a little,common,1-2,small,3-5 hr,a month,roughly,inspired,simple,simple,middle,between low/middle,between middle/high,middle,0,-4,-2,3,0
1,no correlation,a little,without cooperation,3-4,medium to large,3-5 hr,three week,fifty-fifty,motivated,very easy,moderate,high,high,between middle/high,low,0,-6,1,2,3
4,no correlation,no,seldom,>=7,medium,<1 hr,one weeks,fifty-fifty,bored,moderate,moderate,between low/middle,between low/middle,middle,high,0,-6,-1,2,0
4,modestly correlated,often,seldom,3-4,medium,5-10 hr,three week,fully qualified,bored,difficult,difficult,between low/middle,high,low,between middle/high,0,-1,1,2,0
6,moderately correlated,often,common,5-6,medium,1-3 hr,two weeks,fifty-fifty,bored,moderate,simple,middle,low,low,between middle/high,0,3,0,0,-3
7,highly correlated,fifty-fifty,without cooperation,3-4,medium,5-10 hr,three week,uncertain,inspired,super hard,simple,between low/middle,low,middle,low,0,2,1,-1,-5
9,moderately correlated,no,seldom,>=7,medium,<1 hr,two weeks,roughly,confused,moderate,simple,middle,between middle/high,high,between middle/high,0,0,0,2,4
8,no correlation,often,seldom,1-2,large,1-3 hr,three days,roughly,confused,difficult,simple,high,low,middle,high,0,0,-3,1,2
6,highly correlated,often,common,3-4,small,1-3 hr,three week,roughly,impatient,difficult,very easy,middle,low,between low/middle,between low/middle,0,4,-3,0,-4
1,no correlation,often,common,1-2,small to medium,>10 hr,one weeks,roughly,impatient,very easy,simple,between middle/high,middle,middle,middle,0,-2,-2,-1,1
7,moderately correlated,a little,always,5-6,large,>10 hr,a month,fifty-fifty,bored,simple,moderate,between middle/high,between middle/high,high,high,0,4,7,0,6
9,moderately correlated,a little,always,3-4,small to medium,>10 hr,a month,roughly,motivated,very easy,difficult,between middle/high,high,middle,low,0,5,2,2,1
5,highly correlated,often,common,3-4,small to medium,<1 hr,one weeks,uncertain,bored,difficult,very easy,between middle/high,middle,low,between middle/high,0,4,-5,-3,0
6,modestly correlated,often,always,3-4,large,1-3 hr,a month,fully qualified,confused,very easy,super hard,high,high,between low/middle,high,0,3,2,-2,5
3,modestly correlated,uncertain,without cooperation,>=7,large,<1 hr,three days,uncertain,interested,moderate,difficult,high,between middle/high,middle,between middle/high,0,-5,0,3,4
9,moderately correlated,no,often,3-4,medium to large,3-5 hr,one weeks,fully qualified,motivated,difficult,very easy,middle,high,between low/middle,between middle/high,0,2,-1,3,2
2,no correlation,fifty-fifty,without cooperation,3-4,small,1-3 hr,a month,uncertain,interested,very easy,super hard,middle,between low/middle,between middle/high,high,0,-5,-2,-3,2
6,highly correlated,no,seldom,>=7,medium,5-10 hr,three days,uncertain,rewarding,moderate,simple,between middle/high,between low/middle,low,middle,0,-1,1,3,-2
10,moderately correlated,a little,seldom,1-2,medium,1-3 hr,two weeks,roughly,worried,very easy,simple,middle,low,middle,between middle/high,0,2,-3,-2,-1
6,modestly correlated,fifty-fifty,always,1-2,small to medium,<1 hr,one weeks,fully qualified,worried,difficult,simple,middle,middle,middle,between middle/high,0,2,-6,1,1
4,modestly correlated,fifty-fifty,without cooperation,3-4,large,<1 hr,two weeks,roughly,impatient,super hard,simple,low,middle,high,low,0,-3,-1,-2,-2
8,modestly correlated,fifty-fifty,without cooperation,5-6,small to medium,5-10 hr,one weeks,no,inspired,moderate,moderate,between low/middle,high,high,between low/middle,0,-1,0,4,2
7,moderately correlated,a little,always,1-2,large,5-10 hr,two weeks,uncertain,worried,very easy,moderate,between low/middle,high,between middle/high,high,0,4,1,-2,4
10,moderately correlated,fifty-fifty,often,1-2,small,>10 hr,three week,no,impatient,super hard,very easy,between middle/high,high,high,high,0,5,-1,-6,7
6,no correlation,no,often,1-2,small to medium,1-3 hr,three week,fifty-fifty,bored,super hard,super hard,middle,middle,middle,low,0,-3,-3,-6,-2
8,no correlation,uncertain,seldom,3-4,small,<1 hr,three week,fully qualified,confused,difficult,simple,high,middle,high,high,0,-3,-4,2,6
6,highly correlated,often,seldom,>=7,small,>10 hr,three days,fifty-fifty,worried,super hard,simple,high,middle,between middle/high,high,0,3,0,-4,5
10,modestly correlated,a little,always,>=7,large,5-10 hr,a month,no,inspired,super hard,super hard,high,low,between low/middle,between low/middle,0,3,7,-4,-2
6,modestly correlated,often,without cooperation,1-2,small,<1 hr,one weeks,roughly,confused,difficult,super hard,middle,between middle/high,high,between low/middle,0,-1,-7,-1,2
1,no correlation,fifty-fifty,without cooperation,3-4,small to medium,>10 hr,two weeks,no,worried,difficult,super hard,between low/middle,between low/middle,high,low,0,-5,0,-5,-2
2,no correlation,no,without cooperation,5-6,medium to large,1-3 hr,three days,fifty-fifty,confused,very easy,difficult,middle,between low/middle,between middle/high,between low/middle,0,-8,-1,-1,-1
10,no correlation,often,always,>=7,small to medium,>10 hr,a month,no,worried,very easy,simple,high,between low/middle,low,between low/middle,0,4,5,-5,-2
4,no correlation,a little,common,>=7,small,<1 hr,three week,no,bored,simple,super hard,middle,middle,middle,between middle/high,0,-3,-1,-6,1
7,no correlation,uncertain,always,>=7,small to medium,>10 hr,three week,uncertain,bored,moderate,simple,high,between low/middle,middle,high,0,0,4,-1,3
3,highly correlated,a little,always,1-2,large,3-5 hr,one weeks,fifty-fifty,worried,super hard,moderate,between middle/high,between middle/high,middle,between middle/high,0,3,-1,-2,3
1,highly correlated,a little,always,5-6,medium,1-3 hr,two weeks,no,confused,simple,moderate,high,high,high,between middle/high,0,2,0,-1,7
2,no correlation,uncertain,always,1-2,large,5-10 hr,three week,fifty-fifty,inspired,simple,very easy,between low/middle,between low/middle,low,high,0,-3,2,1,-2
3,no correlation,uncertain,common,5-6,small,<1 hr,a month,uncertain,worried,simple,very easy,high,middle,high,high,0,-4,-1,-4,6
2,no correlation,fifty-fifty,common,5-6,medium to large,1-3 hr,three week,fifty-fifty,bored,simple,moderate,between low/middle,between low/middle,low,between low/middle,0,-3,2,0,-5
5,modestly correlated,uncertain,often,3-4,large,3-5 hr,a month,no,worried,difficult,difficult,middle,middle,between low/middle,high,0,-1,3,-2,1
2,no correlation,uncertain,seldom,3-4,medium to large,5-10 hr,one weeks,roughly,inspired,super hard,moderate,high,between middle/high,middle,low,0,-6,0,3,1
2,no correlation,fifty-fifty,often,3-4,small to medium,5-10 hr,three week,roughly,motivated,super hard,super hard,low,high,between middle/high,high,0,-2,0,-2,3
7,highly correlated,no,common,5-6,medium to large,5-10 hr,one weeks,uncertain,interested,super hard,moderate,between middle/high,low,between middle/high,middle,0,1,2,0,0
4,moderately correlated,uncertain,always,3-4,small to medium,3-5 hr,a month,fully qualified,interested,super hard,simple,middle,high,high,between low/middle,0,1,0,1,3
5,no correlation,often,always,3-4,medium,5-10 hr,a month,uncertain,worried,very easy,difficult,middle,middle,between middle/high,between low/middle,0,2,2,-3,0
4,no correlation,a little,always,>=7,small,<1 hr,two weeks,no,worried,simple,moderate,between low/middle,between middle/high,low,high,0,-1,-2,-2,0
7,no correlation,no,seldom,1-2,medium to large,>10 hr,three days,no,rewarding,super hard,super hard,between middle/high,low,middle,high,0,-4,-1,-4,1
10,no correlation,a little,without cooperation,5-6,medium to large,3-5 hr,two weeks,roughly,confused,super hard,simple,middle,high,low,low,0,-2,2,-2,-2
8,modestly correlated,often,seldom,1-2,small to medium,1-3 hr,three days,fully qualified,inspired,moderate,moderate,high,low,high,high,0,1,-6,8,4
1,no correlation,uncertain,always,3-4,large,1-3 hr,a month,fifty-fifty,inspired,very easy,difficult,between middle/high,low,high,between middle/high,0,-3,2,2,2
5,highly correlated,no,common,3-4,small,1-3 hr,one weeks,no,rewarding,simple,difficult,between middle/high,between low/middle,high,low,0,0,-5,1,0
10,modestly correlated,no,seldom,1-2,small,5-10 hr,three days,fifty-fifty,bored,moderate,simple,between low/middle,between low/middle,between low/middle,middle,0,-2,-5,0,-3
4,moderately correlated,no,always,5-6,medium to large,<1 hr,a month,fully qualified,impatient,moderate,super hard,middle,between low/middle,between low/middle,high,0,0,2,1,0
9,highly correlated,a little,seldom,1-2,large,1-3 hr,two weeks,fully qualified,bored,simple,difficult,between middle/high,low,low,high,0,3,-1,1,-1
10,highly correlated,uncertain,without cooperation,>=7,small to medium,3-5 hr,three days,no,confused,very easy,very easy,high,high,low,middle,0,1,-1,-5,2
5,moderately correlated,often,always,5-6,small,>10 hr,a month,uncertain,impatient,simple,moderate,between middle/high,middle,between low/middle,middle,0,5,3,0,0
9,no correlation,uncertain,always,5-6,small,<1 hr,three week,uncertain,impatient,difficult,super hard,high,low,between low/middle,between low/middle,0,1,-2,-3,-2
6,no correlation,fifty-fifty,always,1-2,medium,5-10 hr,three days,no,rewarding,very easy,moderate,middle,between low/middle,between low/middle,high,0,1,-3,1,0
6,no correlation,often,common,>=7,medium,1-3 hr,one weeks,fully qualified,inspired,difficult,super hard,between middle/high,high,low,low,0,0,0,3,-1
4,modestly correlated,no,often,3-4,medium,5-10 hr,three days,fully qualified,bored,simple,difficult,between middle/high,between low/middle,between low/middle,high,0,-3,-2,1,1
6,no correlation,often,often,>=7,small,1-3 hr,three days,roughly,confused,super hard,very easy,high,between middle/high,low,between low/middle,0,1,-3,-3,0
8,highly correlated,no,seldom,>=7,large,>10 hr,three days,fifty-fifty,confused,difficult,super hard,between middle/high,middle,low,middle,0,0,4,-2,-1
8,highly correlated,fifty-fifty,always,>=7,small,>10 hr,a month,roughly,motivated,very easy,moderate,middle,high,between middle/high,middle,0,6,4,3,3
1,no correlation,a little,always,5-6,medium,<1 hr,two weeks,fully qualified,motivated,super hard,super hard,between low/middle,high,between low/middle,between middle/high,0,-2,-1,-1,1
5,no correlation,often,seldom,3-4,medium,<1 hr,one weeks,no,confused,difficult,difficult,low,middle,middle,between middle/high,0,-1,-4,-1,-1
9,modestly correlated,often,often,>=7,large,1-3 hr,three days,fully qualified,worried,super hard,simple,high,middle,between low/middle,between low/middle,0,4,1,-2,0
4,highly correlated,uncertain,without cooperation,>=7,medium,5-10 hr,a month,roughly,motivated,super hard,moderate,middle,between low/middle,between low/middle,low,0,-2,5,2,-4
10,no correlation,a little,always,>=7,small,<1 hr,one weeks,uncertain,inspired,simple,very easy,middle,between middle/high,low,low,0,2,-3,0,-3
2,modestly correlated,no,without cooperation,5-6,small,>10 hr,three week,fifty-fifty,confused,moderate,moderate,between low/middle,between low/middle,between low/middle,low,0,-7,2,3,-5
2,highly correlated,no,always,5-6,small,<1 hr,three days,fully qualified,motivated,very easy,difficult,high,middle,low,middle,0,0,-5,3,0
10,modestly correlated,uncertain,without cooperation,3-4,large,5-10 hr,three week,fifty-fifty,worried,difficult,difficult,between middle/high,high,low,low,0,-2,3,0,-1
3,no correlation,uncertain,seldom,5-6,small,1-3 hr,two weeks,uncertain,worried,very easy,moderate,low,low,between middle/high,between low/middle,0,-5,-2,-2,-4
3,moderately correlated,often,seldom,>=7,small to medium,>10 hr,a month,uncertain,rewarding,super hard,very easy,high,high,between low/middle,low,0,1,5,-2,1
2,modestly correlated,uncertain,always,1-2,medium to large,>10 hr,a month,uncertain,inspired,very easy,moderate,high,middle,middle,middle,0,-2,3,2,2
6,no correlation,fifty-fifty,often,>=7,large,5-10 hr,three week,roughly,impatient,simple,very easy,high,between low/middle,middle,between middle/high,0,0,6,-1,2
2,modestly correlated,no,seldom,>=7,small to medium,5-10 hr,three week,fully qualified,confused,difficult,difficult,between middle/high,middle,middle,middle,0,-6,3,3,1
5,moderately correlated,fifty-fifty,always,>=7,small to medium,1-3 hr,three week,fifty-fifty,worried,moderate,moderate,between middle/high,high,between low/middle,between middle/high,0,4,1,2,3
2,no correlation,uncertain,often,>=7,small,1-3 hr,one weeks,no,impatient,super hard,very easy,middle,between middle/high,middle,low,0,-4,-2,-6,-1
2,moderately correlated,often,always,1-2,small to medium,5-10 hr,a month,fifty-fifty,impatient,super hard,difficult,between low/middle,middle,between middle/high,between middle/high,0,3,0,-2,1
6,modestly correlated,often,without cooperation,5-6,medium to large,5-10 hr,two weeks,fully qualified,impatient,super hard,super hard,low,high,high,between middle/high,0,-1,3,-3,3
5,moderately correlated,a little,without cooperation,>=7,small,1-3 hr,one weeks,uncertain,confused,super hard,difficult,middle,low,high,between middle/high,0,-1,-2,-3,1
4,modestly correlated,no,without cooperation,1-2,large,3-5 hr,three week,no,motivated,super hard,moderate,between low/middle,between middle/high,between middle/high,between low/middle,0,-6,1,-1,0
8,moderately correlated,often,without cooperation,3-4,medium to large,>10 hr,three week,fifty-fifty,worried,super hard,super hard,high,middle,between low/middle,high,0,2,3,-6,3
6,highly correlated,no,seldom,>=7,large,1-3 hr,three days,fully qualified,confused,moderate,difficult,low,high,low,low,0,-1,1,4,-4
8,no correlation,a little,often,>=7,small,3-5 hr,a month,no,interested,very easy,difficult,between middle/high,middle,high,high,0,0,2,-1,5
10,moderately correlated,fifty-fifty,seldom,1-2,small to medium,1-3 hr,one weeks,fifty-fifty,motivated,simple,moderate,low,between middle/high,low,middle,0,3,-5,3,-3
6,modestly correlated,no,common,3-4,large,<1 hr,a month,uncertain,worried,very easy,simple,between middle/high,high,high,between low/middle,0,-3,1,-4,4
3,no correlation,uncertain,often,3-4,medium,<1 hr,one weeks,fifty-fifty,impatient,moderate,very easy,low,between middle/high,middle,middle,0,-3,-4,0,-1
5,moderately correlated,uncertain,seldom,>=7,medium to large,<1 hr,three week,roughly,rewarding,super hard,difficult,between middle/high,middle,low,between low/middle,0,-1,2,2,-2
4,highly correlated,uncertain,seldom,5-6,medium,1-3 hr,three days,no,interested,difficult,very easy,high,high,between low/middle,between middle/high,0,-1,-2,-1,4
3,highly correlated,no,always,>=7,large,>10 hr,two weeks,fifty-fifty,confused,simple,super hard,low,low,between middle/high,between low/middle,0,1,6,-3,-4
5,highly correlated,often,seldom,3-4,small,<1 hr,three week,no,worried,simple,difficult,middle,middle,middle,high,0,3,-4,-3,2
6,highly correlated,fifty-fifty,always,1-2,medium to large,5-10 hr,three days,no,confused,moderate,simple,middle,between low/middle,low,high,0,5,-2,-1,-1
7,no correlation,fifty-fifty,always,3-4,large,3-5 hr,two weeks,uncertain,confused,difficult,moderate,between low/middle,between middle/high,high,between middle/high,0,2,1,1,3
7,highly correlated,no,seldom,1-2,medium,<1 hr,three days,fully qualified,motivated,difficult,simple,middle,between middle/high,between low/middle,between low/middle,0,0,-6,4,-1
1,highly correlated,often,always,3-4,medium to large,1-3 hr,a month,roughly,impatient,difficult,super hard,high,between middle/high,low,low,0,4,1,-1,-1
7,highly correlated,fifty-fifty,always,3-4,medium to large,3-5 hr,a month,no,motivated,super hard,simple,between low/middle,between low/middle,between middle/high,low,0,6,2,-3,-3
8,highly correlated,fifty-fifty,seldom,3-4,small to medium,3-5 hr,one weeks,uncertain,impatient,difficult,difficult,middle,between low/middle,between middle/high,high,0,3,-3,0,2
9,no correlation,no,always,1-2,large,1-3 hr,one weeks,fully qualified,bored,simple,simple,between middle/high,low,high,between middle/high,0,0,-2,0,2
2,no correlation,a little,always,3-4,small,1-3 hr,a month,no,motivated,simple,super hard,between middle/high,high,low,low,0,-2,-2,-3,-1
3,moderately correlated,fifty-fifty,seldom,1-2,small to medium,3-5 hr,one weeks,uncertain,inspired,moderate,moderate,middle,low,low,between middle/high,0,0,-4,5,-3
3,modestly correlated,often,seldom,>=7,small,3-5 hr,three week,no,interested,super hard,super hard,high,low,between middle/high,low,0,-1,1,-5,-1
1,highly correlated,often,often,>=7,medium to large,3-5 hr,three days,no,interested,simple,super hard,low,middle,middle,middle,0,3,1,-3,-2
8,no correlation,fifty-fifty,seldom,3-4,medium to large,<1 hr,a month,uncertain,impatient,very easy,simple,middle,between middle/high,between middle/high,low,0,-1,0,-3,0
3,moderately correlated,often,common,5-6,large,>10 hr,three week,fully qualified,worried,moderate,difficult,middle,between low/middle,middle,between low/middle,0,2,6,3,-2
4,moderately correlated,a little,without cooperation,1-2,medium to large,>10 hr,two weeks,no,bored,simple,difficult,middle,between low/middle,middle,middle,0,-2,1,-3,-1
7,moderately correlated,uncertain,seldom,5-6,medium,3-5 hr,three days,fully qualified,interested,simple,moderate,between middle/high,high,between low/middle,between middle/high,0,0,-1,5,3
7,moderately correlated,often,common,5-6,medium to large,5-10 hr,three week,fifty-fifty,inspired,simple,super hard,low,low,between middle/high,low,0,4,4,0,-5
6,modestly correlated,a little,always,1-2,medium,5-10 hr,one weeks,roughly,worried,difficult,moderate,between middle/high,high,middle,between low/middle,0,1,-2,2,2
1,no correlation,often,seldom,>=7,medium,5-10 hr,three days,fully qualified,rewarding,simple,very easy,middle,low,low,high,0,-3,1,3,-2
